타입,지역구이름,비례순번,정당명,사진,이름(한자),성별,생년월일(연령),주소,직업,학력,경력,
지역구,원주시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4202/Hb100137752/gicho/thumbnail.100137752.JPG,송기헌(宋基憲),남,1963.10.02(56세),강원도 원주시 소초면 범골길,국회의원,서울대학교 법과대학 공법학과 졸업,(전)서울지방검찰청 검사(현)국회 법제사법위원회 간사,"48,772(53.88)"
지역구,강릉시,해당없음,무소속,http://info.nec.go.kr/photo_20200415/Gsg4203/Hb100137091/gicho/thumbnail.100137091.JPG,권성동(權性東),남,1960.04.29(59세),강원도 강릉시 화부산로99번길,국회의원,중앙대학교 법과대학 법학과 졸업,(전)국회법제사법위원장(전)새누리당 사무총장,"49,618(40.84)"
지역구,동해시태백시삼척시정선군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4204/Hb100137528/gicho/thumbnail.100137528.JPG,이철규(李喆圭),남,1957.09.20(62세),강원도 동해시 평원로,국회의원,한양대학교 행정대학원 졸업(행정학석사),(현)제20대 국회의원(전)제25대 경기지방경찰청장,"71,604(53.60)"
지역구,속초시인제군고성군양양군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4208/Hb100137092/gicho/thumbnail.100137092.JPG,이양수(李亮壽),남,1967.08.15(52세),강원도 속초시 소평로,국회의원,고려대학교 불어불문학과 졸업,(전)청와대 정무수석실 행정관(현)제20대 국회의원,"50,188(52.56)"
지역구,홍천군횡성군영월군평창군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4214/Hb100136875/gicho/thumbnail.100136875.JPG,유상범(劉相凡),남,1966.06.04(53세),강원도 영월군 영월읍 분수대길,변호사,서울대학교 법과대학 사법학과 졸업,(전) 제33대 창원지방검찰청 검사장(현)법무법인 문평 대표변호사,"55,975(48.59)"
지역구,청주시상당구,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4301/Hb100134650/gicho/thumbnail.100134650.JPG,정정순(鄭正淳),남,1958.01.19(62세),충청북도 청주시 상당구 수영로,정당인,청주대학교 대학원 행정학과 박사과정 수료,(전)충청북도 행정부지사(현)더불어민주당 상당구지역위원장,"45,707(47.09)"
지역구,청주시서원구,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4314/Hb100136234/gicho/thumbnail.100136234.JPG,이장섭(李將燮),남,1963.05.14(56세),충청북도 청주시 서원구 경신로,정당인,충북대학교 국어국문학과 졸업,(전)충청북도 정무부지사(전)청와대 산업정책비서관실 선임행정관,"54,118(49.86)"
지역구,청주시흥덕구,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4302/Hb100137418/gicho/thumbnail.100137418.JPG,도종환(都鍾煥),남,1955.09.27(64세),충청북도 청주시 흥덕구 대신로73번길,국회의원,충남대학교 대학원 졸업(문학박사),(현)제20대 국회의원(전)문재인정부 초대 문화체육관광부 장관,"74,900(55.80)"
지역구,청주시청원구,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4306/Hb100137147/gicho/thumbnail.100137147.JPG,변재일(卞在一),남,1948.09.02(71세),충청북도 청주시 청원구 오창읍 오창중앙로,국회의원,미국 펜실베니아대학교 대학원 정치학과 졸업(정치학 석사)(1981.9.- 1983.5.),(현)국회의원(현)더불어민주당 충청북도당 위원장,"51,028(52.99)"
지역구,충주시,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4303/Hb100137276/gicho/thumbnail.100137276.JPG,이종배(李鍾培),남,1957.05.30(62세),충청북도 충주시 봉계1길,국회의원,고려대학교 법과대학 행정학과 졸업,(전) 충주시장(현) 제20대 국회의원,"59,667(52.25)"
지역구,제천시단양군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4304/Hb100134581/gicho/thumbnail.100134581.JPG,엄태영(嚴泰永),남,1958.01.22(62세),충청북도 제천시 용두천로44길,정당인,명지대학교 대학원 정치외교학과 박사과정 수료,(전)제천시장(현)미래통합당 제천시단양군 당원협의회 운영위원장,"51,174(54.10)"
지역구,보은군옥천군영동군괴산군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4307/Hb100136727/gicho/thumbnail.100136727.JPG,박덕흠(朴德欽),남,1953.10.18(66세),충청북도 옥천군 옥천읍 동부로,국회의원,한양대학교 대학원 토목공학과 졸업(공학박사),(전)대한전문건설협회 중앙회 회장(현)제20대 국회의원,"58,490(56.88)"
지역구,증평군진천군음성군,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4310/Hb100137232/gicho/thumbnail.100137232.JPG,임호선(林昊宣),남,1964.09.27(55세),충청북도 진천군 초평면 은암길,정당인,건국대학교 대학원 졸업(법학석사),(전)경찰청 본청 차장(전)청와대 비서실 행정관,"54,126(50.68)"
지역구,천안시갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4418/Hb100136766/gicho/thumbnail.100136766.JPG,문진석(文振碩),남,1962.02.12(58세),충청남도 천안시 동남구 터미널6길,단국대학교 초빙교수,서울과학기술대학교 에너지환경대학원 박사과정 수료,(전)충청남도지사 비서실장(현)대통령직속 균형발전위원회 국민소통위원,"45,999(49.34)"
지역구,천안시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4417/Hb100136702/gicho/thumbnail.100136702.JPG,박완주(朴完柱),남,1966.11.10(53세),충청남도 천안시 서북구 성환읍 성환1로,국회의원,성균관대학교 한국철학과 졸업,(현)천안시을 국회의원(전)더불어민주당 원내수석부대표,"78,223(58.83)"
지역구,천안시병,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4418/Hb100137353/gicho/thumbnail.100137353.JPG,이정문(李楨文),남,1973.01.05(47세),충청남도 천안시 서북구 월봉1길,변호사,한양대학교 법과대학 법학과 졸업,(현)천안시 고문변호사(현)더불어민주당 정책위원회 부의장,"43,118(48.01)"
지역구,공주시부여군청양군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4402/Hb100137134/gicho/thumbnail.100137134.JPG,정진석(鄭鎭碩),남,1960.09.04(59세),충청남도 공주시 관골1길,제20대 국회의원,고려대학교 정치외교학과 졸업,(전)새누리당 원내대표(현)국회의원,"57,487(48.65)"
지역구,보령시서천군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4403/Hb100137310/gicho/thumbnail.100137310.JPG,김태흠(金泰欽),남,1963.01.11(57세),충청남도 보령시 웅천읍 신기2길,국회의원,서강대학교 공공정책대학원 사회복지정책학과 졸업(행정학석사),(현)제20대 국회의원(전)자유한국당 최고위원,"46,405(50.86)"
지역구,아산시갑,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4404/Hb100137308/gicho/thumbnail.100137308.JPG,이명수(李明洙),남,1955.02.11(65세),충청남도 아산시 모종로,국회의원,성균관대학교 대학원 행정학과 졸업(행정학박사),(전)국회 보건복지위원회 위원장(현)국회의원,"38,167(49.82)"
지역구,아산시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4404/Hb100137604/gicho/thumbnail.100137604.JPG,강훈식(姜勳植),남,1973.10.24(46세),충청남도 아산시 배방읍 광장로,국회의원,건국대학교 경영정보학과 졸업,(현)제20대 국회의원(현)더불어민주당 수석대변인,"45,338(59.71)"
지역구,서산시태안군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4405/Hb100137547/gicho/thumbnail.100137547.JPG,성일종(成一鍾),남,1963.03.19(57세),충청남도 서산시 석림4로,서산·태안 국회의원,광운대학교 대학원 환경공학과 졸업(공학박사),(현)미래통합당 원내대변인(현)미세먼지 문제 해결을 위한 국가기후환경회의 위원,"66,917(52.69)"
지역구,논산시계룡시금산군,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4409/Hb100137086/gicho/thumbnail.100137086.JPG,김종민(金鍾民),남,1964.05.12(55세),충청남도 논산시 시민로258번길,국회의원,서울대학교 인문대학 국어국문학과 졸업,(전)청와대 대변인(현)논산시계룡시금산군 국회의원,"58,319(51.01)"
지역구,당진시,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4416/Hb100136656/gicho/thumbnail.100136656.JPG,어기구(魚基龜),남,1963.01.10(57세),충청남도 당진시 밤절로,제20대 국회의원,"오스트리아 빈 경제대학교 졸업(사회경제학 박사, 2000.5 ~ 2002.2)",(전)더불어민주당 원내부대표(현)더불어민주당 충남도당 위원장,"38,535(47.66)"
지역구,홍성군예산군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4413/Hb100137597/gicho/thumbnail.100137597.JPG,홍문표(洪文杓),남,1947.10.05(72세),충청남도 홍성군 홍성읍 내포로146번길,국회의원,한양대학교행정대학원 사회복지학과 졸업(행정학 석사),(전)국회예산결산특별위원회 위원장(현)국회교육위원회 위원장,"51,997(53.95)"
지역구,전주시갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4501/Hb100134742/gicho/thumbnail.100134742.JPG,김윤덕(金潤德),남,1966.05.23(53세),전라북도 전주시 완산구 서원로,정당인,전북대학교 상과대학 회계학과 졸업,(전) 문재인대통령후보 전북공동상임선대위원장(전) 제19대 국회의원,"67,849(73.57)"
지역구,전주시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4501/Hb100135891/gicho/thumbnail.100135891.JPG,이상직(李相稷),남,1963.01.30(57세),전라북도 전주시 완산구 새터로,정당인,고려대학교 경영대학원 졸업(경영학 석사),(전) 중소벤처기업진흥공단 이사장(전) 문재인대통령 직속 일자리위원회 위원,"67,568(62.54)"
지역구,전주시병,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4502/Hb100135939/gicho/thumbnail.100135939.JPG,김성주(金成柱),남,1964.04.10(56세),전라북도 전주시 덕진구 태진로,정당인,서울대학교 인문대학 국사학과 졸업,(전)국민연금공단 이사장(전)제19대 국회의원,"104,039(66.65)"
지역구,군산시,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4503/Hb100134930/gicho/thumbnail.100134930.JPG,신영대(申榮大),남,1968.01.15(52세),전라북도 군산시 공단대로,정당인,전북대학교 대학원 경영학과 박사과정 수료,(전)노무현 대통령비서실 청와대 행정관(현)대통령직속 국가균형발전위원회 전문위원,"88,857(59.24)"
지역구,익산시갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4505/Hb100134609/gicho/thumbnail.100134609.JPG,김수흥(金洙興),남,1961.04.29(58세),전라북도 익산시 선화로10길,정당인,성균관대학교 국정관리대학원 행정학과 졸업 (행정학박사),(전)국회사무처 사무차장(전)국회예산결산특별위원회 수석전문위원,"59,043(79.63)"
지역구,익산시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4505/Hb100135024/gicho/thumbnail.100135024.JPG,한병도(韓秉道),남,1967.12.07(52세),전라북도 익산시 하나로,정당인,원광대학교 신문방송학과 졸업,(전)문재인정부 대통령 비서실 정무수석비서관(전)문재인 대통령 외교(이라크 특임) 특별보좌관,"56,982(72.59)"
지역구,정읍시고창군,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4507/Hb100134615/gicho/thumbnail.100134615.JPG,윤준병(尹準炳),남,1961.03.03(59세),전라북도 정읍시 중앙로,정당인,서울대학교 독어독문학과 졸업(경제학 부전공),(전)서울시 행정1부시장(현)더불어민주당 정읍고창지역위원장,"65,082(69.78)"
지역구,남원시임실군순창군,해당없음,무소속,http://info.nec.go.kr/photo_20200415/Gsg4508/Hb100136974/gicho/thumbnail.100136974.JPG,이용호(李容鎬),남,1960.03.20(60세),전라북도 남원시 용성로,국회의원,서울대학교 산업공학과 졸업,"(현)국회의원(현)국회 국토교통위원회, 국회 예산결산특별위원회 위원","43,118(49.49)"
지역구,김제시부안군,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4509/Hb100134606/gicho/thumbnail.100134606.JPG,이원택(李源澤),남,1970.01.25(50세),전라북도 김제시 도작로,정당인,전북대학교 화학공업공학과 졸업,(전) 문재인대통령 비서실  행정관(전) 전라북도 정무부지사,"51,981(66.68)"
지역구,완주군진안군무주군장수군,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4510/Hb100136427/gicho/thumbnail.100136427.JPG,안호영(安浩永),남,1965.10.11(54세),전라북도 완주군 봉동읍 둔산1로,국회의원,연세대학교 법과대학 법학과 졸업,(현) 제20대 국회의원(현) 더불어민주당 전라북도당위원장,"56,998(56.89)"
지역구,목포시,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4601/Hb100134665/gicho/thumbnail.100134665.JPG,김원이(金元二),남,1968.11.11(51세),전라남도 목포시 포미로,정당인,성균관대학교 인문대학 사학과 졸업,(전)서울특별시 정무부시장(전)김대중 대통령 청와대 행정관,"62,065(48.76)"
지역구,여수시갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4602/Hb100135153/gicho/thumbnail.100135153.JPG,주철현(朱哲鉉),남,1959.03.12(61세),전라남도 여수시 여서1로,변호사,성균관대학교 법학과 졸업,(전)여수시장(현)더불어민주당 여수갑지역위원장,"48,410(64.44)"
지역구,여수시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4602/Hb100134970/gicho/thumbnail.100134970.JPG,김회재(金會在),남,1962.11.24(57세),전라남도 여수시 무선로,변호사,연세대학교 법과대학 법학과 졸업,(전)광주지방검찰청 검사장(현)더불어민주당 정책위부의장,"55,273(71.58)"
지역구,순천시광양시곡성군구례군갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4604/Hb100137543/gicho/thumbnail.100137543.JPG,소병철(蘇秉哲),남,1958.02.15(62세),전라남도 순천시 오천2길,순천대학교 석좌교수,서울대학교 법과대학 법학과 졸업,(전)고등검사장(현)더불어민주당중앙선대위 법률지원단장,"78,480(58.56)"
지역구,순천시광양시곡성군구례군을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4607/Hb100135274/gicho/thumbnail.100135274.JPG,서동용(徐東榕),남,1964.09.02(55세),전라남도 광양시 광양읍 용강4길,변호사,연세대학교 행정학과 졸업,(현)민주사회를 위한 변호사회(민변)변호사(전)더불어민주당 정책위원회 부의장,"92,442(64.75)"
지역구,나주시화순군,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4606/Hb100135257/gicho/thumbnail.100135257.JPG,신정훈(辛正勳),남,1964.12.06(55세),전라남도 나주시 왕곡면 장산길,정당인,고려대학교 정경대학 신문방송학과 졸업,(전)더불어민주당 국회의원(전)문재인대통령 청와대 비서관,"75,586(78.80)"
지역구,담양군함평군영광군장성군,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4622/Hb100137616/gicho/thumbnail.100137616.JPG,이개호(李介昊),남,1959.06.23(60세),전라남도 담양군 금성면 반디길,국회의원,전남대학교 상과대학 경영학과 졸업,(현)더불어민주당 국회의원(전)농림축산식품부 장관,"86,315(81.95)"
지역구,고흥군보성군장흥군강진군,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4615/Hb100135022/gicho/thumbnail.100135022.JPG,김승남(金承南),남,1966.10.06(53세),전라남도 고흥군 풍양면 천마로,정당인,"전남대학교 행정대학원 졸업(행정학석사, 지방자치전공)",(현)더불어민주당 고흥보성장흥강진 지역위원장(전)19대 국회의원,"72,772(62.81)"
지역구,해남군완도군진도군,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4618/Hb100134641/gicho/thumbnail.100134641.JPG,윤재갑(尹才鉀),남,1955.02.10(65세),전라남도 해남군 해남읍 녹우당길,정당인,경남대학교 경영대학원 졸업(경영학 석사),(현)더불어민주당 전남도당 해남·완도·진도 지역위원장(전)해군 군수사령관,"59,613(67.50)"
지역구,영암군무안군신안군,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4621/Hb100137097/gicho/thumbnail.100137097.JPG,서삼석(徐參錫),남,1959.08.03(60세),전라남도 무안군 무안읍 창포로,국회의원,전남대학교 일반대학원 졸업 (NGO학 박사),(전)민선 3·4·5기 무안군수(현)제20대 국회의원(영암군무안군신안군),"74,661(76.96)"
지역구,포항시북구,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4701/Hb100137384/gicho/thumbnail.100137384.JPG,김정재(金汀才),여,1966.02.15(54세),경상북도 포항시 북구 대안길,국회의원,프랭클린피어스법과 대학원 졸업(J.D 2001.8.~2004.5.),(현)제20대 국회의원(포항시북구/미래통합당)(현)미래통합당 원내대변인,"98,905(64.78)"
지역구,포항시남구울릉군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4702/Hb100136815/gicho/thumbnail.100136815.JPG,김병욱(金炳旭),남,1977.04.30(42세),경상북도 포항시 남구 연일읍 중명길,정당인,연세대학교 행정대학원(지방자치·도시행정전공) 졸업 (행정학석사),(전)국회의원 보좌관(전)새누리당 대통령선거 중앙선대위 종합상황실 정세분석단 팀장,"74,794(55.83)"
지역구,경주시,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4704/Hb100136786/gicho/thumbnail.100136786.JPG,김석기(金碩基),남,1954.08.06(65세),경상북도 경주시 용담로,국회의원,동국대학교 행정대학원 공안행정학과 경찰행정전공 행정학석사,(전) 한국공항공사 사장(전) 서울지방경찰청장,"77,102(52.67)"
지역구,김천시,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4705/Hb100137462/gicho/thumbnail.100137462.JPG,송언석(宋彦錫),남,1963.05.16(56세),경상북도 김천시 평화순환길,국회의원,뉴욕주립대학교 버팔로 경제학박사(1994.8월~2001.6월),(전)기획재정부 2차관(현)제20대 국회의원,"59,993(74.52)"
지역구,안동시예천군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4706/Hb100137455/gicho/thumbnail.100137455.JPG,김형동(金亨東),남,1975.03.25(45세),경상북도 안동시 제비원로,변호사,서울대학교 사회과학대학 언론정보학과 졸업,(현)법무법인 중앙법률원 대표 변호사(현)노동법이론 실무학회 이사,"58,183(47.10)"
지역구,구미시갑,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4707/Hb100135369/gicho/thumbnail.100135369.JPG,구자근(具滋根),남,1967.10.09(52세),경상북도 구미시 낙동강변로,기업인,동국대학교 대학원 법학과 졸업(법학석사),(현)(주)태웅 사장 / CEO(전)제9·10대 경상북도의회 의원,"73,339(65.57)"
지역구,구미시을,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4707/Hb100137509/gicho/thumbnail.100137509.JPG,김영식(金英植),남,1959.07.18(60세),경상북도 구미시 해마루공원로,교수,Pennsylvania State Univ. 대학원 기계공학과 졸업[공학박사](1988.09~1992.12),(전)금오공과대학교 총장(전)창업진흥원 초대 이사장,"54,457(56.43)"
지역구,영주시영양군봉화군울진군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4708/Hb100135067/gicho/thumbnail.100135067.JPG,박형수(朴亨修),남,1965.10.20(54세),경상북도 울진군 울진읍 월변5길,변호사,서울대학교 사법학과 졸업,(전)대구지방검찰청 부장검사(현)미래통합당 법률자문위원,"68,026(55.83)"
지역구,영천시청도군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4709/Hb100136566/gicho/thumbnail.100136566.JPG,이만희(李晩熙),남,1963.12.11(56세),경상북도 영천시 고경면 거곡로,제20대 국회의원(영천시청도군/미래통합당),고려대학교 정책대학원 졸업(행정학 석사),(현)제20대 국회 미래통합당 원내대변인(전)경기지방경찰청 청장,"57,580(64.63)"
지역구,상주시문경시,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4710/Hb100137523/gicho/thumbnail.100137523.JPG,임이자(林利子),여,1964.03.05(56세),경상북도 상주시 동수4길,국회의원,고려대학교 노동대학원 법학석사(노동법),(현)국회의원(현)국회 환경노동위원회 미래통합당 간사,"65,558(64.80)"
지역구,경산시,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4713/Hb100135773/gicho/thumbnail.100135773.JPG,윤두현(尹斗鉉),남,1961.05.12(58세),경상북도 경산시 대학로9길,정당인,경북대학교 인문대학 영어영문학과 졸업,(전)대통령비서실 홍보수석 비서관(전)자유한국당 경산시 당원협의회 위원장,"88,684(63.75)"
지역구,군위군의성군청송군영덕군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4719/Hb100137737/gicho/thumbnail.100137737.JPG,김희국(金熙國),남,1958.10.20(61세),경상북도 의성군 의성읍 문소3길,정당인,광운대학교 대학원 법학과 졸업(법학 박사),(전)국토해양부 제2차관(전)제19대 국회의원,"71,532(79.30)"
지역구,고령군성주군칠곡군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4717/Hb100134654/gicho/thumbnail.100134654.JPG,정희용(鄭熙溶),남,1976.10.01(43세),경상북도 칠곡군 왜관읍 군청4길,정당인,경북대학교 대학원 정치학과 졸업,(현)미래통합당 고령군성주군칠곡군 당원협의회 조직위원장(전)이철우 경북도지사 경제특보,"65,236(62.71)"
지역구,창원시의창구,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4821/Hb100137054/gicho/thumbnail.100137054.JPG,박완수(朴完洙),남,1955.08.10(64세),경상남도 창원시 의창구 북면 감계로,국회의원,경남대학교 대학원 행정학과 졸업(행정학박사),"(전) 민선3.4기 창원시장,초대통합 창원시장(현) 20대 국회의원","88,718(59.04)"
지역구,창원시성산구,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4822/Hb100134709/gicho/thumbnail.100134709.JPG,강기윤(姜起潤),남,1960.06.04(59세),경상남도 창원시 성산구 창이대로,정당인,창원대학교 대학원 졸업(행정학 박사),(전)19대 국회의원(현)미래통합당 경남도당 민생위원회 위원장,"61,782(47.30)"
